ID_Record,Log ID,Time Stamp,User ID,IP Address,Hostname,Log Level,Status,Reference ID,Source,Log Error Code,Log Error Code Description
774,789243111,2021-06-27,U087738,92.231.56.101,2rccu6r35.com,NORMAL,Pending,R073718,User,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
713,538837179,2018-03-21,U048277,186.124.33.207,p1qtd89ij.com,NORMAL,In Progress,R084800,System,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
337,317779289,2016-09-29,U014377,19.76.102.217,pxo5qfo.com,NORMAL,Queued,R001425,Scheduler,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
286,248730637,2016-01-07,U032627,82.218.150.90,6jr0fx7unp.com,NORMAL,Queued,R039594,Security System,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
384,449222679,2012-10-28,U019108,135.83.247.3,d1ffj64sx.com,NORMAL,In Progress,R004971,Security System,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
926,493542774,2013-04-05,U006909,141.16.136.184,j81p3qo5.com,NORMAL,Completed Successfully,R004416,Network,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
594,504361930,2012-04-07,U046764,69.246.234.71,zybyyw8az49z.com,DEBUG,Warning,R084794,Application,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
882,629165458,2013-11-02,U085333,218.166.16.135,c4rw2h6jp.com,NORMAL,Queued,R032631,Database,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
437,985852168,2014-12-26,U080671,92.192.211.47,o126q0na.com,NORMAL,Pending,R023070,Scheduler,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
666,901108594,2011-10-10,U094585,88.6.180.23,60pmg4g77nekvf5.com,ERROR,Cancelled,R029966,Scheduler,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
57,466225019,2011-05-30,U082410,132.184.1.29,o6m7t7dtejigzy.com,NORMAL,Queued,R047263,Device,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
420,943953600,2016-02-21,U092569,238.18.162.233,86kp55tcf7.com,NORMAL,Queued,R008834,Error Handler,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
352,172941961,2012-01-16,U019018,216.191.148.135,640812xiqjrcc2w.com,NORMAL,Pending,R032893,Application,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
691,127175149,2018-12-19,U003813,116.129.135.85,fgsf18rg5e7z6.com,NORMAL,Queued,R051284,Security System,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
251,109218172,2020-03-01,U058268,203.17.56.144,yf87em77z5ta.com,NORMAL,In Progress,R097989,Error Handler,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
102,459820421,2012-04-17,U079563,135.54.141.55,9okykil.com,NORMAL,Queued,R042976,User,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
44,771271532,2023-11-07,U013428,165.122.237.139,4f7vie5dcggzd.com,NORMAL,Completed Successfully,R003317,System,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
552,518094546,2024-01-29,U021378,22.141.13.45,lwj1wx3uyyf.com,NORMAL,Queued,R053104,Network,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
358,824784230,2022-04-21,U037934,96.165.22.11,aa006vzxyt.com,CRITICAL,Failed,R094536,Security System,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
632,654088534,2018-12-09,U041116,49.5.179.128,y73ji86.com,NORMAL,Pending,R099710,System,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
650,664389659,2017-09-05,U068491,185.179.196.167,5t3g2c7pt3.com,NORMAL,Completed Successfully,R098748,Device,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
765,175649819,2016-10-04,U071635,141.132.23.245,n3wt2vjky1.com,NORMAL,Completed Successfully,R061405,External Service,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
682,555158937,2011-03-29,U026100,65.146.126.34,4btxuvl4.com,NORMAL,Queued,R060487,Security System,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
941,752218316,2022-08-18,U074338,165.243.30.207,ujvvogrhd6bzl.com,NORMAL,Queued,R043809,Application,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
468,619709489,2015-01-30,U063534,110.148.11.71,xt9oad5nf.com,ERROR,Cancelled,R078969,Database,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
61,322220031,2019-01-19,U071235,99.253.44.143,srq5ps5fhxun.com,NORMAL,In Progress,R027798,Application,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
359,643357637,2012-02-08,U053067,64.134.3.193,x2am7qsg1onn0.com,NORMAL,Completed Successfully,R080308,External Service,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
658,979437650,2012-05-19,U002776,19.56.228.59,zc0ov1xlk4.com,NORMAL,Queued,R086284,External Service,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
554,333582362,2012-07-10,U068188,115.50.212.78,ijczpucxd.com,NORMAL,Queued,R085719,User,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
492,876132792,2023-01-21,U026468,172.72.167.235,ru29a3jegpkus.com,WARNING,Failed,R061193,Application,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
181,927951017,2015-04-12,U087015,200.195.204.105,wzxsi0eerol9qsu.com,NORMAL,Pending,R013413,User,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
280,653269792,2019-06-09,U056541,106.6.251.192,9l7lm6kevrg9c.com,NORMAL,Pending,R041361,Application,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
417,733074949,2021-10-16,U051394,61.224.146.190,wybopui4wkq26r.com,NORMAL,Queued,R011736,Network,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
508,366839450,2012-10-12,U022494,97.120.44.61,20l2jmb80bv.com,NORMAL,Pending,R079910,Error Handler,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
858,214835875,2014-04-05,U038765,130.51.214.139,b0sjsqgaz.com,WARNING,Cancelled,R002851,Error Handler,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
270,770996467,2014-01-19,U013300,177.180.24.32,07c9xcq0fpxp6q.com,WARNING,Failed,R095100,Network,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
205,539209565,2021-12-14,U014971,70.141.112.222,tvhpllxlhmc5ipd.com,NORMAL,In Progress,R065015,Device,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
32,930584172,2010-10-01,U040305,223.61.255.171,yleyqhgblk1m0i.com,NORMAL,Queued,R081939,Device,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
920,925449984,2011-06-22,U045029,145.25.200.139,x033jbstcy.com,NORMAL,In Progress,R001614,User,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
317,900996141,2019-07-15,U072404,122.249.48.7,dumq8fd8lb45c6j.com,INFO,In Progress,R001504,Network,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
627,988412030,2013-01-22,U086431,233.236.104.158,52ghoo7n7mtj8v.com,NORMAL,In Progress,R030238,System,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
634,137543221,2015-02-22,U060012,101.202.182.184,tepf686hrzs.com,NORMAL,Completed Successfully,R010799,Database,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
90,907776265,2019-09-24,U095316,44.118.223.90,qzq9m223.com,NORMAL,Completed Successfully,R034876,User,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
673,759572152,2016-08-08,U028459,101.108.49.187,my32x1q.com,NORMAL,Pending,R009930,User,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
350,941514197,2011-10-27,U031197,124.222.56.150,tb8le4m.com,NORMAL,In Progress,R093532,User,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
842,869263057,2022-12-26,U084320,238.203.131.125,eqhqozids0.com,NORMAL,Queued,R077674,Error Handler,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
73,470401611,2014-05-25,U012427,159.124.81.109,kbo21emob8fqm.com,NORMAL,Completed Successfully,R071512,Scheduler,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
743,487503864,2023-06-14,U075202,71.112.250.32,8acen9lw.com,NORMAL,Completed Successfully,R087387,External Service,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
378,345424678,2010-12-18,U075929,216.135.64.209,zkpwanrzdlxi.com,NORMAL,Pending,R058955,Database,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
790,903216747,2015-02-03,U077153,80.135.64.47,mm6mzozpkv.com,CRITICAL,Warning,R019553,User,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
376,685059754,2013-04-22,U013809,223.199.133.163,5ctdtnbq.com,NORMAL,Queued,R090475,Database,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
888,547214581,2020-09-29,U028382,255.119.135.31,07eke3iwb.com,NORMAL,Completed Successfully,R029108,External Service,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
58,132553224,2011-01-06,U069066,153.150.118.156,qwrcmxuyq1snt.com,NORMAL,Pending,R069118,External Service,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
376,657338566,2017-02-28,U037230,58.58.37.149,bzoqqovc8n.com,CRITICAL,Warning,R019131,Device,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
74,841950207,2013-07-29,U059402,54.102.132.38,bp8r4uttha.com,NORMAL,Queued,R093593,User,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
14,967469150,2010-06-29,U089459,252.125.122.253,cgfwi0ce.com,INFO,Pending,R057636,Security System,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
449,276945953,2014-04-14,U045302,35.195.100.185,jql0xiu3kg2azb.com,NORMAL,Pending,R054278,External Service,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
66,724720059,2011-06-29,U066223,73.69.45.120,xgz78rwo.com,NORMAL,In Progress,R020034,External Service,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
600,716647229,2014-05-08,U061994,123.30.179.116,904j30xoqj1tsgo.com,NORMAL,Completed Successfully,R027278,Error Handler,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
300,859357267,2010-08-15,U026661,31.201.10.171,p8ls3i6ca8ghsh.com,NORMAL,Pending,R001154,Application,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
405,324718534,2010-08-29,U046405,206.197.58.65,eqv8w5kn4s46sh.com,CRITICAL,Warning,R088025,Device,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
945,663233196,2020-09-04,U046012,115.102.72.23,upv4t59u.com,NORMAL,Pending,R005907,Security System,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
719,558178705,2012-10-10,U068535,49.188.196.240,xptakni47yrmeg8.com,NORMAL,Pending,R033095,Network,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
119,123879136,2016-09-24,U045262,201.108.0.61,nq8dt80w.com,NORMAL,In Progress,R049933,System,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
676,135728450,2021-05-30,U092631,209.73.176.56,gow81bxr6.com,NORMAL,Completed Successfully,R075780,Security System,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
836,232559850,2015-12-02,U044984,1.95.105.20,80dh7xvey.com,NORMAL,In Progress,R086148,Error Handler,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
729,880622297,2020-09-29,U016832,59.119.57.215,wot6ega0ykoct.com,NORMAL,Pending,R046480,Database,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
131,115512128,2010-01-12,U087397,84.215.86.26,anrvr775j7ok.com,CRITICAL,Failed,R010792,Network,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
510,847713393,2015-10-24,U027974,64.4.212.107,q818dgc4998mp9.com,NORMAL,In Progress,R020120,Scheduler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
701,268751069,2021-02-05,U078520,86.126.138.98,665c2hl2i2ahy9a.com,NORMAL,In Progress,R054964,Scheduler,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
429,395082651,2016-06-03,U043880,134.42.106.105,9qajtz80g.com,NORMAL,In Progress,R029649,System,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
169,782786238,2021-07-27,U067325,51.45.62.60,cse1g1r.com,INFO,Queued,R051370,Network,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
559,411175900,2013-11-10,U039599,103.181.196.101,2ly8pkn.com,NORMAL,Queued,R074684,Scheduler,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
931,882918775,2020-03-02,U068665,39.72.145.111,lsgz3wj.com,DEBUG,Failed,R059304,Application,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
533,791020112,2019-06-05,U036160,130.51.31.129,iczo97sfzsgo.com,NORMAL,Completed Successfully,R035765,System,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
940,375478216,2023-12-16,U036315,245.181.45.106,857zu8p603y.com,NORMAL,Pending,R020776,Error Handler,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
137,963497453,2021-02-27,U060761,236.196.166.112,v48080w19.com,NORMAL,Pending,R041138,System,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
236,282593864,2022-04-09,U041330,111.136.60.194,bceumdyx1zje5.com,NORMAL,In Progress,R083625,External Service,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
291,557659436,2022-06-26,U015008,152.24.220.151,nr9yacv4i1.com,NORMAL,Completed Successfully,R065111,Network,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
18,799800308,2023-10-16,U046826,70.40.212.132,iow9h1j7.com,NORMAL,Pending,R004468,System,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
721,469122071,2023-06-06,U040759,44.48.72.192,pvhhp7q5mqr.com,INFO,Queued,R052029,Scheduler,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
954,993913481,2021-09-15,U079385,191.124.148.187,7dwj4c3d4ny1rj.com,DEBUG,Cancelled,R081273,Security System,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
49,325691629,2016-10-30,U023836,164.192.1.38,5jlwjoiwn.com,NORMAL,Queued,R047534,Application,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
257,674691741,2019-05-19,U044744,137.220.233.144,s5leoij9afzc.com,NORMAL,In Progress,R010081,Database,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
892,213401417,2012-11-24,U045937,214.162.244.62,wfb7n02zapf.com,NORMAL,Completed Successfully,R076104,Error Handler,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
918,559932689,2011-09-12,U014275,125.35.75.116,gpdbj4mlkbgrt.com,NORMAL,Pending,R069069,Scheduler,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
438,572166914,2019-10-07,U046808,4.141.84.232,xv1makq.com,NORMAL,Pending,R053794,Security System,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
770,856425896,2014-10-01,U077536,132.138.83.13,idn51th.com,NORMAL,Completed Successfully,R061479,Database,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
435,970430888,2023-02-13,U056265,112.55.153.29,7v93r8fung.com,INFO,Completed Successfully,R019583,External Service,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
534,896297911,2013-11-12,U029290,146.138.63.102,ia03koil8xh.com,NORMAL,Queued,R006385,System,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
462,553748135,2017-11-11,U018524,7.77.117.73,682yh2q4y.com,NORMAL,Queued,R072526,Application,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
550,218402424,2022-02-19,U031882,182.95.221.143,e1j6orhwot.com,NORMAL,Completed Successfully,R062627,Device,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
236,406381851,2020-12-11,U022466,82.124.57.57,r2fw8dl9hl8b7iw.com,WARNING,Timed Out,R048729,Error Handler,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
29,120442774,2020-02-11,U037643,174.214.143.32,epy9qogqlm77zp.com,NORMAL,Queued,R012537,Error Handler,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
945,455653634,2014-04-30,U078687,193.246.136.240,a9d075bgdsbwv.com,NORMAL,Pending,R019280,Database,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
187,810053220,2010-12-09,U067287,86.114.46.81,1yjr5jf22r.com,NORMAL,Queued,R052602,Error Handler,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
729,359159902,2016-07-19,U016463,5.194.139.126,1kwnktu3.com,NORMAL,Completed Successfully,R007516,Scheduler,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
925,713287885,2023-08-02,U079513,167.122.75.226,znd26hx9.com,INFO,Pending,R061042,Error Handler,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
777,654095827,2020-03-16,U012910,94.242.146.10,awbpbo6ij7.com,NORMAL,Pending,R072188,External Service,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
230,319831500,2017-12-18,U078546,224.240.79.97,8qsxroixic.com,NORMAL,Pending,R057965,Error Handler,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
838,774154801,2017-07-23,U038625,181.231.246.97,nokqh7i.com,WARNING,Cancelled,R096988,Network,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
302,886202691,2015-08-14,U080162,30.232.44.255,1tqwjqncxdmzrt.com,NORMAL,Queued,R017563,User,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
267,828179116,2019-05-04,U042522,241.6.200.147,tq6z9et8i5p.com,INFO,Queued,R077971,Device,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
941,537726905,2014-04-14,U049795,232.115.123.100,53ggbgs753koa10.com,NORMAL,Pending,R065253,Security System,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
727,933667653,2015-10-16,U048491,148.141.96.48,ijam1g0o2gzc.com,NORMAL,Pending,R040666,Security System,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
682,742282868,2014-10-24,U020289,240.51.64.152,vps93ufkk3cwy.com,NORMAL,Queued,R083980,Application,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
770,318153299,2017-05-17,U003420,100.238.130.130,70qzit0.com,DEBUG,Cancelled,R045140,System,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
365,407867135,2023-09-12,U069862,141.123.158.107,hkeugygb1ny4.com,NORMAL,Completed Successfully,R068404,User,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
372,788172690,2019-09-21,U003221,61.158.240.18,eunptqw7w6d34s.com,NORMAL,In Progress,R039411,Application,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
751,989744215,2021-09-04,U018514,191.144.22.22,7axt8ds.com,WARNING,Timed Out,R060110,Database,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
670,420097183,2014-09-03,U044736,209.92.62.252,483rpbkjf2ydq08.com,NORMAL,Completed Successfully,R083747,Scheduler,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
235,553855088,2019-10-13,U019267,154.206.134.181,6xt0x1r9ul9hz1.com,NORMAL,Completed Successfully,R042832,User,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
604,986330567,2010-05-30,U003665,186.52.46.229,t8ctug15i0i5428.com,NORMAL,Queued,R087756,Device,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
475,547482922,2015-10-20,U016939,192.85.194.243,ysfk6ktcnw.com,NORMAL,Completed Successfully,R032533,Scheduler,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
901,994940216,2015-09-29,U095116,121.135.122.118,qgd56pom1c10q1.com,ERROR,Cancelled,R013879,External Service,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
637,440773317,2014-09-15,U047335,177.67.201.69,5hcs8sddzwgkbk6.com,INFO,Completed Successfully,R072946,Application,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
512,744338414,2012-11-22,U019482,136.20.179.180,91ith78lrl5a.com,NORMAL,Completed Successfully,R077420,External Service,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
883,526560073,2017-06-28,U073241,14.111.59.46,qxat86x.com,NORMAL,Completed Successfully,R083094,External Service,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
398,602891549,2018-03-04,U053256,223.239.205.142,nh4z68dvlag.com,NORMAL,Queued,R049747,Device,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
233,456745495,2010-01-23,U030961,71.120.61.190,f4cfkun9ieilluh.com,ERROR,Timed Out,R025809,User,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
638,116731573,2019-10-21,U058211,183.136.217.154,tc55yv9.com,NORMAL,Completed Successfully,R077744,Device,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
474,845139928,2010-08-25,U064754,139.17.148.71,1puvdmqpu2r.com,NORMAL,In Progress,R045035,Scheduler,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
789,206076763,2022-03-19,U078358,49.175.81.181,xju441wfi0g1.com,NORMAL,Queued,R054314,Scheduler,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
714,615506987,2016-10-26,U028289,47.47.133.143,k1ce79jkc8y.com,NORMAL,Queued,R090259,Database,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
696,671478645,2020-10-05,U055552,6.97.165.45,s2dbgas8hou0ev.com,NORMAL,Pending,R017468,Error Handler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
287,922376564,2016-01-16,U053474,123.36.224.189,vqijiap5yeo6.com,NORMAL,Completed Successfully,R013984,Security System,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
402,718495725,2010-06-17,U051834,214.60.141.36,kvwjblbr95.com,NORMAL,Queued,R075212,Error Handler,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
587,775335572,2017-08-26,U080801,93.137.63.19,2dlik90qs.com,NORMAL,Queued,R026666,External Service,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
598,124280972,2011-01-29,U048335,30.130.196.25,wusm4hh70dbyb.com,NORMAL,In Progress,R033528,Application,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
360,777063914,2013-03-11,U049742,227.30.182.205,vvxeccroxkpz90.com,NORMAL,Completed Successfully,R010891,External Service,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
962,593699596,2018-06-24,U053163,192.25.108.106,s3hrz0zmy0c.com,NORMAL,Completed Successfully,R079080,System,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
791,813743695,2022-04-10,U022467,84.53.199.66,m7rm239kjee9hv.com,ERROR,Timed Out,R057028,Network,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
677,232040376,2023-06-06,U014238,191.86.212.131,95atf3dfh39nx.com,NORMAL,Queued,R065805,System,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
244,666166907,2023-12-21,U090325,45.4.80.176,jr8q64216ycg.com,WARNING,Cancelled,R090025,Error Handler,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
756,508661881,2021-10-29,U098043,151.15.175.46,1qunwtw72s.com,DEBUG,Failed,R008852,Security System,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
842,841841690,2020-08-02,U002724,45.188.254.165,d8rsrioapm.com,NORMAL,Pending,R006497,Application,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
186,203626681,2011-06-18,U054969,11.157.192.118,4bqi0szjv.com,ERROR,Failed,R082570,User,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
525,909778022,2020-08-06,U088421,105.35.42.226,j0lef711a.com,ERROR,Cancelled,R087310,Error Handler,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
487,598454764,2019-12-20,U077394,227.208.114.104,76iujdo0h.com,ERROR,Cancelled,R066298,Security System,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
936,685130026,2018-05-25,U004746,140.5.66.57,wzn4ony2px.com,NORMAL,Queued,R012146,Application,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
537,697120755,2019-12-09,U059852,82.243.38.195,behdx51mfpylu7r.com,NORMAL,Completed Successfully,R056591,System,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
533,478970680,2011-09-05,U063112,37.103.14.145,37v9p6b.com,NORMAL,In Progress,R040028,External Service,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
287,626841133,2020-09-09,U002072,216.122.38.240,odzt8ym60wa3r.com,CRITICAL,Warning,R044315,Application,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
